gs_name,gene_symbol
Endothelial cells (aorta).Vasculature,BACE2
Endothelial cells (aorta).Vasculature,BMP6
Endothelial cells (aorta).Vasculature,SULF1
Endothelial cells (aorta).Vasculature,CPQ
Endothelial cells (aorta).Vasculature,PI16
Endothelial cells (aorta).Vasculature,AMIGO2
Endothelial cells (aorta).Vasculature,PTPRJ
Endothelial cells (aorta).Vasculature,TRIM47
Endothelial cells (aorta).Vasculature,LMCD1
Endothelial cells (aorta).Vasculature,PDE3A
Endothelial cells (aorta).Vasculature,BMX
Endothelial cells (aorta).Vasculature,PROCR
Endothelial cells (aorta).Vasculature,SMOC1
Endothelial cells (aorta).Vasculature,CRACR2B
Endothelial cells (aorta).Vasculature,GJA5
Endothelial cells (aorta).Vasculature,BMP4
Endothelial cells (aorta).Vasculature,SOD3
Endothelial cells (aorta).Vasculature,ADH7
Endothelial cells (aorta).Vasculature,PCOLCE2
Endothelial cells (aorta).Vasculature,PTGIS
Endothelial cells (aorta).Vasculature,ACE
Endothelial cells (aorta).Vasculature,GXYLT2
Endothelial cells (aorta).Vasculature,CYTL1
Endothelial cells (aorta).Vasculature,EHD3
Endothelial cells (blood brain barrier).Vasculature,ABCG2
Endothelial cells (blood brain barrier).Vasculature,GFAP
Endothelial cells (blood brain barrier).Vasculature,GPR37L1
Endothelial cells (blood brain barrier).Vasculature,SLC13A4
Endothelial cells (blood brain barrier).Vasculature,SLC19A1
Endothelial cells (blood brain barrier).Vasculature,SLC23A2
Endothelial cells (blood brain barrier).Vasculature,SLC38A3
Endothelial cells (blood brain barrier).Vasculature,TNFRSF19
Endothelial cells (blood brain barrier).Vasculature,TNFRSF21
Endothelial cells (blood brain barrier).Vasculature,FOXF2
Endothelial cells (blood brain barrier).Vasculature,FOXL2
Endothelial cells (blood brain barrier).Vasculature,FOXQ1
Endothelial cells (blood brain barrier).Vasculature,LEF1
Endothelial cells (blood brain barrier).Vasculature,PPARD
Endothelial cells (blood brain barrier).Vasculature,ZIC3
Endothelial cells (blood brain barrier).Vasculature,ALCAM
Enteric glia cells.GI tract,GFRA3
Enteric glia cells.GI tract,MPZ
Enteric glia cells.GI tract,LGI4
Enteric glia cells.GI tract,RGS16
Enteric glia cells.GI tract,ALDH1A1
Enteric glia cells.GI tract,L1CAM
Enteric glia cells.GI tract,CXCL14
Enteric glia cells.GI tract,DKK3
Enteric glia cells.GI tract,INTS6
Enteric glia cells.GI tract,DHRS3
Enteric glia cells.GI tract,SOX10
Enteric glia cells.GI tract,GFAP
Enteric glia cells.GI tract,S100B
Enteric glia cells.GI tract,NOS2
Enteric glia cells.GI tract,FOXD3
Enteric glia cells.GI tract,ALDH1A3
Enteric glia cells.GI tract,SLC18A2
Enteric neurons.GI tract,HIVEP3
Enteric neurons.GI tract,PLEKHA5
Enteric neurons.GI tract,IGF2BP3
Enteric neurons.GI tract,ARHGAP26
Enteric neurons.GI tract,TTBK2
Enteric neurons.GI tract,ASTN1
Enteric neurons.GI tract,CACNA1E
Enteric neurons.GI tract,TUB
Enteric neurons.GI tract,FILIP1
Enteric neurons.GI tract,GCNT2
Enteric neurons.GI tract,VEZT
Enteric neurons.GI tract,RET
Enteric neurons.GI tract,AHDC1
Enteric neurons.GI tract,MAP6
Enteric neurons.GI tract,RGMB
Enteric neurons.GI tract,FBXO7
Enteric neurons.Blood,PPP2R5B
Erythroid-like and erythroid precursor cells.Blood,HEXA
Erythroid-like and erythroid precursor cells.Blood,AQP1
Erythroid-like and erythroid precursor cells.Blood,CCNA2
Erythroid-like and erythroid precursor cells.Blood,PKLR
Erythroid-like and erythroid precursor cells.Blood,LOX
Erythroid-like and erythroid precursor cells.Blood,ARG1
Erythroid-like and erythroid precursor cells.Blood,HBB
Erythroid-like and erythroid precursor cells.Blood,HBA1
Erythroid-like and erythroid precursor cells.Blood,HBA2
Erythroid-like and erythroid precursor cells.Blood,HBG1
Erythroid-like and erythroid precursor cells.Blood,HBG2
Erythroid-like and erythroid precursor cells.Blood,CEACAM1
Erythroid-like and erythroid precursor cells.Blood,CD36
Erythroid-like and erythroid precursor cells.Blood,GYPA
Erythroid-like and erythroid precursor cells.Blood,THBS1
Erythroid-like and erythroid precursor cells.Blood,ITGA4
Erythroid-like and erythroid precursor cells.Blood,GYPB
Erythroid-like and erythroid precursor cells.Blood,AHSP
Erythroid-like and erythroid precursor cells.Blood,HBM
Erythroid-like and erythroid precursor cells.Blood,FECH
Erythroid-like and erythroid precursor cells.Blood,EPOR
Erythroid-like and erythroid precursor cells.Blood,KIT
Erythroid-like and erythroid precursor cells.Blood,BPGM
Erythroid-like and erythroid precursor cells.Blood,DCAF12
Erythroid-like and erythroid precursor cells.Blood,HBD
Erythroid-like and erythroid precursor cells.Blood,HEMGN
Erythroid-like and erythroid precursor cells.Blood,HMBS
Erythroid-like and erythroid precursor cells.Blood,NCOA4
Erythroid-like and erythroid precursor cells.Blood,RBM38
Erythroid-like and erythroid precursor cells.Blood,UCP2
Erythroid-like and erythroid precursor cells.Blood,UBB
Erythroid-like and erythroid precursor cells.Blood,TMCC2
Erythroid-like and erythroid precursor cells.Blood,SLC4A1
Erythroid-like and erythroid precursor cells.Blood,SLC25A39
Erythroid-like and erythroid precursor cells.Blood,SLC25A37
Erythroid-like and erythroid precursor cells.Blood,FOSB
Erythroid-like and erythroid precursor cells.Blood,HTATSF1
Erythroid-like and erythroid precursor cells.Blood,EPB41
Erythroid-like and erythroid precursor cells.Blood,RSAD2
Erythroid-like and erythroid precursor cells.Blood,COX6B2
Erythroid-like and erythroid precursor cells.Blood,APOA1
Erythroid-like and erythroid precursor cells.Blood,ASNS
Erythroid-like and erythroid precursor cells.Blood,ALAD
Erythroid-like and erythroid precursor cells.Blood,S100A9
Erythroid-like and erythroid precursor cells.Blood,AHSG
Erythroid-like and erythroid precursor cells.Blood,S100A8
Erythroid-like and erythroid precursor cells.Blood,ERMAP
Erythroid-like and erythroid precursor cells.Blood,KCNN4
Erythroid-like and erythroid precursor cells.Blood,PAN3
Erythroid-like and erythroid precursor cells.Blood,PFAS
Erythroid-like and erythroid precursor cells.Blood,VAMP5
Erythroid-like and erythroid precursor cells.Connective tissue,PNPO
Fibroblasts.Connective tissue,COL1A1
Fibroblasts.Connective tissue,MGP
Fibroblasts.Connective tissue,NOX4
Fibroblasts.Connective tissue,THY1
Fibroblasts.Connective tissue,CD40
Fibroblasts.Connective tissue,SERPINH1
Fibroblasts.Connective tissue,CD44
Fibroblasts.Connective tissue,PDGFRA
Fibroblasts.Connective tissue,EN1
Fibroblasts.Connective tissue,DCN
Fibroblasts.Connective tissue,CEBPB
Fibroblasts.Connective tissue,EGR1
Fibroblasts.Connective tissue,FOSB
Fibroblasts.Connective tissue,FOSL2
Fibroblasts.Connective tissue,HIF1A
Fibroblasts.Connective tissue,KLF2
Fibroblasts.Connective tissue,KLF4
Fibroblasts.Connective tissue,KLF6
Fibroblasts.Connective tissue,KLF9
Fibroblasts.Connective tissue,NFAT5
Fibroblasts.Connective tissue,NFATC1
Fibroblasts.Connective tissue,NFKB1
Fibroblasts.Connective tissue,NR4A1
Fibroblasts.Connective tissue,NR4A2
Fibroblasts.Connective tissue,PBX1
Fibroblasts.Connective tissue,RUNX1
Fibroblasts.Connective tissue,STAT3
Fibroblasts.Connective tissue,TCF4
Fibroblasts.Connective tissue,ZEB2
Fibroblasts.Connective tissue,LAMC1
Fibroblasts.Connective tissue,MEDAG
Fibroblasts.Connective tissue,LAMB1
Fibroblasts.Connective tissue,DKK3
Fibroblasts.Connective tissue,TBX20
Fibroblasts.Connective tissue,MDK
Fibroblasts.Connective tissue,GSTM5
Fibroblasts.Connective tissue,NGF
Fibroblasts.Connective tissue,VEGFA
Fibroblasts.Connective tissue,FGF2
Fibroblasts.Connective tissue,P4HTM
Fibroblasts.Connective tissue,CKAP4
Fibroblasts.Connective tissue,INMT
Fibroblasts.Connective tissue,CXCL14
Follicular cells.Thyroid,TTF1
Follicular cells.Thyroid,SLC6A4
Follicular cells.Thyroid,KCNIP3
Follicular cells.Thyroid,TSHR
Follicular cells.Thyroid,TG
Follicular cells.Thyroid,IYD
Follicular cells.Thyroid,ASGR1
Follicular cells.Thyroid,PRLR
Follicular cells.Thyroid,TPO
Follicular cells.Thyroid,DIO1
Follicular cells.Thyroid,SLC26A7
Follicular cells.Thyroid,CDH16
Follicular cells.Thyroid,SLC16A11
Follicular cells.Thyroid,FOXE1
Foveolar cells.GI tract,MUC1
Foveolar cells.GI tract,ANXA10
Foveolar cells.GI tract,MUC5AC
Foveolar cells.GI tract,TFF1
Foveolar cells.GI tract,FOXQ1
Foveolar cells.GI tract,SULT1C2
Foveolar cells.GI tract,PTGR1
Foveolar cells.GI tract,PLA2G1B
Foveolar cells.GI tract,CLPS
Foveolar cells.GI tract,GSTA1
Foveolar cells.GI tract,PGC
Foveolar cells.GI tract,TFF2
Foveolar cells.GI tract,LGALS2
Foveolar cells.GI tract,PSCA
Foveolar cells.GI tract,GKN2
Foveolar cells.GI tract,GKN1
Foveolar cells.GI tract,CLDN18
Foveolar cells.GI tract,KRT20
Foveolar cells.GI tract,LGALS4
Foveolar cells.GI tract,AKR1B10
Foveolar cells.GI tract,IL33
GABAergic neurons.Brain,SLC6A1
GABAergic neurons.Brain,GABBR2
GABAergic neurons.Brain,GAD1
GABAergic neurons.Brain,GADD45B
GABAergic neurons.Brain,PAX2
GABAergic neurons.Brain,SLC32A1
GABAergic neurons.Brain,GAD2
GABAergic neurons.Brain,VIP
GABAergic neurons.Brain,SST
GABAergic neurons.Brain,PVALB
GABAergic neurons.Brain,TNFAIP8L3
GABAergic neurons.Brain,SEMA3C
GABAergic neurons.Brain,MYBPC1
GABAergic neurons.Brain,PARM1
GABAergic neurons.Brain,DLX1
Gamma (PP) cells.Pancreas,PPY
Gamma (PP) cells.Pancreas,SCGN
Gamma (PP) cells.Pancreas,FXYD2
Gamma (PP) cells.Pancreas,SCGB2A1
Gamma (PP) cells.Pancreas,GPC5-AS1
Gamma (PP) cells.Pancreas,CMTM8
Gamma (PP) cells.Pancreas,ARX
Gamma (PP) cells.Pancreas,ETV1
Gamma (PP) cells.Pancreas,PPY2P
Gamma (PP) cells.Pancreas,PXK
Gamma (PP) cells.Pancreas,SERTM1
Gamma (PP) cells.Pancreas,SLITRK6
Gamma (PP) cells.Pancreas,SEMA3E
Gamma (PP) cells.Pancreas,APOBEC2
Gamma (PP) cells.Pancreas,ABCC9
Gamma (PP) cells.Pancreas,NEUROD1
Gamma (PP) cells.Pancreas,PAX6
Gamma (PP) cells.Pancreas,ISL1
Gamma (PP) cells.Pancreas,CARTPT
Gamma (PP) cells.Pancreas,THSD7A
Gamma (PP) cells.Pancreas,AQP3
Gamma (PP) cells.Pancreas,ENTPD2
Gamma (PP) cells.Pancreas,PTGFR
Gamma (PP) cells.Pancreas,CHN2
Gamma (PP) cells.Pancreas,EGR3
Gamma (PP) cells.Pancreas,LMO3
Gamma (PP) cells.Pancreas,MEIS1
Gamma (PP) cells.Pancreas,ZNF503
Gamma (PP) cells.Pancreas,FGB
Gamma delta T cells.Immune system,GNLY
Gamma delta T cells.Immune system,PTGDS
Gamma delta T cells.Immune system,GZMB
Gamma delta T cells.Immune system,S100B
Gamma delta T cells.Immune system,FGFBP2
Gamma delta T cells.Immune system,NKG7
Gamma delta T cells.Immune system,PRF1
Gamma delta T cells.Immune system,KLRF1
Gamma delta T cells.Immune system,HOPX
Gamma delta T cells.Immune system,CST7
Gamma delta T cells.Immune system,KLRD1
Gamma delta T cells.Immune system,CTSW
Gamma delta T cells.Immune system,SPON2
Gamma delta T cells.Immune system,IFITM1
Gamma delta T cells.Immune system,GZMA
Gamma delta T cells.Immune system,CD247
Gamma delta T cells.Immune system,CLIC3
Gamma delta T cells.Immune system,CD7
Gamma delta T cells.Immune system,ADGRG1
Gamma delta T cells.Immune system,CCL5
Gamma delta T cells.Immune system,TRDC
Gamma delta T cells.Immune system,STMN1
Gamma delta T cells.Immune system,HMGB2
Gamma delta T cells.Immune system,TYMS
Gamma delta T cells.Immune system,MKI67
Gamma delta T cells.Immune system,UBE2C
Gamma delta T cells.Immune system,TUBA1B
Gamma delta T cells.Immune system,ASPM
Gamma delta T cells.Immune system,CENPA
Gamma delta T cells.Immune system,TOP2A
Gamma delta T cells.Immune system,PCNA
Gamma delta T cells.Immune system,AURKB
Gamma delta T cells.Immune system,BIRC5
Gamma delta T cells.Immune system,NUSAP1
Gamma delta T cells.Immune system,TROAP
Gamma delta T cells.Immune system,TUBB
Gamma delta T cells.Immune system,H2AFX
Gamma delta T cells.Immune system,CENPF
Gamma delta T cells.Immune system,CCNB1
Gamma delta T cells.Immune system,H2AFZ
Gamma delta T cells.Immune system,TRGV2
Gamma delta T cells.Immune system,TRGV10
Gamma delta T cells.Immune system,TRGV11
Gamma delta T cells.Immune system,TRGV1
Gamma delta T cells.Immune system,TRGV3
Gamma delta T cells.Immune system,TRGV4
Gamma delta T cells.Immune system,TRGV5
Gamma delta T cells.Immune system,TRGV8
Gamma delta T cells.Immune system,TRGV9
Gamma delta T cells.Immune system,TRGJ1
Gamma delta T cells.Immune system,TRGJ2
Gamma delta T cells.Immune system,TRGJP1
Gamma delta T cells.Immune system,TRGJP2
Gamma delta T cells.Immune system,TRGJP
Gamma delta T cells.Immune system,TRGC1
Gamma delta T cells.Immune system,TRGC2
Gamma delta T cells.Immune system,TRDD1
Gamma delta T cells.Immune system,TRDD2
Gamma delta T cells.Immune system,TRDD3
Gamma delta T cells.Immune system,TRDJ1
Gamma delta T cells.Immune system,TRDJ2
Gamma delta T cells.Immune system,TRDJ3
Gamma delta T cells.Immune system,TRDJ4
Gamma delta T cells.Immune system,TRDV1
Gamma delta T cells.Immune system,TRDV2
Gamma delta T cells.Immune system,TRDV3
Gastric chief cells.GI tract,ANPEP
Gastric chief cells.GI tract,BHLHA15
Gastric chief cells.GI tract,RAB3D
Gastric chief cells.GI tract,LEP
Gastric chief cells.GI tract,LGR5
Gastric chief cells.GI tract,KCNQ1
Gastric chief cells.GI tract,EGFR
Gastric chief cells.GI tract,PRKCZ
Gastric chief cells.GI tract,CHIA
Gastric chief cells.GI tract,CHRM3
Germ cells.Reproductive,EGFR
Germ cells.Reproductive,POU5F1
Germ cells.Reproductive,TFAP2C
Germ cells.Reproductive,DAZL
Germ cells.Reproductive,MAGEA4
Germ cells.Reproductive,DDX4
Germ cells.Reproductive,ZAR1
Germ cells.Reproductive,TESMIN
Germ cells.Reproductive,TEX101
Germ cells.Reproductive,GCNA
Germ cells.Reproductive,PRM1
Germ cells.Reproductive,TNP2
Germ cells.Reproductive,FABP9
Germ cells.Reproductive,ODF2
Germ cells.Reproductive,CRISP2
Germ cells.Reproductive,TCP11
Germ cells.Reproductive,GGNBP1
Germ cells.Reproductive,PHF7
Germ cells.Reproductive,CREB5
Germ cells.Reproductive,SLFNL1
Germ cells.Reproductive,COX7B2
Germ cells.Reproductive,KIF2B
Germ cells.Reproductive,CCDC30
Germ cells.Reproductive,LRRC57
Germ cells.Reproductive,BCL2L14
Germ cells.Reproductive,AQP11
Germ cells.Reproductive,TEX35
Germ cells.Reproductive,SPINK2
Germ cells.Reproductive,TSSK3
Germ cells.Reproductive,CREB3L4
Germ cells.Reproductive,TSACC
Germ cells.Reproductive,SPATA46
Germ cells.Reproductive,TEKT1
Germ cells.Reproductive,MORN5
Germ cells.Reproductive,OTUB2
Germ cells.Reproductive,TSKS
Germ cells.Reproductive,H2AFB1
Germ cells.Reproductive,ATL3
Germ cells.Reproductive,DMRTB1
Germ cells.Reproductive,TMCO2
Germ cells.Reproductive,FHL5
Germ cells.Reproductive,MS4A5
Germ cells.Reproductive,CST8
Germ cells.Reproductive,TMEM247
Germ cells.Reproductive,GALNTL5
Germ cells.Reproductive,OSBP2
Germ cells.Reproductive,MARCH11
Germ cells.Reproductive,TEX33
Germ cells.Reproductive,SPATA20
Germ cells.Reproductive,CDRT4
Germ cells.Reproductive,SPATA18
Germ cells.Reproductive,LRRC18
Germ cells.Reproductive,SCP2D1
Germ cells.Reproductive,IQCF1
Germ cells.Reproductive,PGK2
Germ cells.Reproductive,TULP2
Germ cells.Reproductive,CCDC54
Germ cells.Reproductive,AKAP4
Germ cells.Reproductive,GTSF1
Germ cells.Reproductive,PPP3R2
Germ cells.Reproductive,TPPP2
Germ cells.Reproductive,LELP1
Germ cells.Reproductive,SPERT
Germ cells.Reproductive,CATSPERZ
Germ cells.Reproductive,MAEL
Germ cells.Reproductive,PGAM2
Germ cells.Reproductive,TMEM53
Germ cells.Reproductive,ACTRT2
Germ cells.Reproductive,ROPN1
Germ cells.Reproductive,RNF151
Germ cells.Reproductive,IQCF3
Germ cells.Reproductive,CABS1
Germ cells.Reproductive,CCDC91
Germ cells.Reproductive,SPATA3
Germ cells.Reproductive,LRRC46
Germ cells.Reproductive,PDCL2
Germ cells.Reproductive,H1FNT
Germ cells.Reproductive,TSSK6
Germ cells.Reproductive,COX8C
Germ cells.Reproductive,CETN1
Germ cells.Reproductive,SPATA19
Germ cells.Reproductive,TSSK2
Germ cells.Reproductive,ZNRF4
Germ cells.Reproductive,SPATA24
Germ cells.Reproductive,SPATA4
Germ cells.Reproductive,FAM71E1
Germ cells.Reproductive,FAM229A
Germ cells.Reproductive,HILS1
Germ cells.Reproductive,HRASLS5
Germ cells.Reproductive,GAPDHS
Germ cells.Reproductive,HSPB9
Germ cells.Reproductive,SPATA33
Germ cells.Reproductive,SPZ1
Germ cells.Reproductive,PRM3
Germ cells.Reproductive,RBAKDN
Germ cells.Reproductive,DNAJB3
Germ cells.Reproductive,HMGB4
Germ cells.Reproductive,ROPN1L
Germ cells.Reproductive,GSG1
Germ cells.Reproductive,TNP1
Germ cells.Reproductive,SMCP
Germ cells.Reproductive,LDHC
Germ cells.Reproductive,PRM2
Germ cells.Reproductive,DNAAF1
Germ cells.Reproductive,ACYP1
Germ cells.Reproductive,SORD
Germ cells.Reproductive,DKKL1
Germ cells.Reproductive,RSPH1
Germ cells.Reproductive,COX6B2
Germ cells.Reproductive,MLF1
Germ cells.Reproductive,SMIM24
Germ cells.Reproductive,SPA17
Germ cells.Reproductive,MEIG1
Germ cells.Reproductive,FKBP6
Germ cells.Reproductive,TAF7L
Germ cells.Reproductive,SYCP1
Germ cells.Reproductive,SOHLH1
Germ cells.Reproductive,SLC25A31
Germ cells.Reproductive,PHF13
Germ cells.Reproductive,EGR4
Germ cells.Reproductive,SMC1B
Germ cells.Reproductive,TEX15
Germ cells.Reproductive,MOV10L1
Germ cells.Reproductive,WDR5
Germ cells.Reproductive,DMRT1
Germ cells.Reproductive,STRA8
Germ cells.Reproductive,ZMYND19
Germ cells.Reproductive,MDN1
Germ cells.Reproductive,PIWIL2
Germ cells.Reproductive,NR6A1
Germ cells.Reproductive,RSBN1L
Germ cells.Reproductive,DYNLT1
Germ cells.Reproductive,PARN
Germ cells.Reproductive,MKI67
Germ cells.Reproductive,CHEK1
Germ cells.Reproductive,BRCA1
Germ cells.Reproductive,DMC1
Germ cells.Reproductive,MRPL14
Germ cells.Reproductive,MLH3
Germ cells.Reproductive,SPAG6
Germ cells.Reproductive,ZPBP2
Germ cells.Reproductive,DNAH6
Germ cells.Reproductive,CAMK4
Germ cells.Reproductive,CREM
Germ cells.Reproductive,MYO1D
Germ cells.Reproductive,HOOK1
Germ cells.Reproductive,SPATA12
Glomus cells.Unspecified,DRD2
Glomus cells.Unspecified,NOS1
Glomus cells.Unspecified,PHOX2B
Glomus cells.Unspecified,TH
Glomus cells.Unspecified,HMOX2
Glomus cells.Unspecified,NDUFA4L2
Glomus cells.Unspecified,COX4I2
Glomus cells.Unspecified,IL1R1
Glomus cells.Unspecified,TNFRSF1A
Glomus cells.Unspecified,CTH
Glomus cells.Unspecified,CBS
Glomus cells.Unspecified,GJA1
Glomus cells.Unspecified,KCNK3
Glomus cells.Unspecified,ASIC1
Glomus cells.Unspecified,ASIC3
Glomus cells.Unspecified,CALD1
Glomus cells.Unspecified,COL4A1
Glomus cells.Unspecified,VIM
Glomus cells.Unspecified,EPAS1
Glomus cells.Unspecified,GFRA1
Glomus cells.Unspecified,GFRA2
Glomus cells.Unspecified,GAP43
Glomus cells.Unspecified,MMP9
Glomus cells.Unspecified,IL6ST
Glomus cells.Unspecified,KCNJ11
Glomus cells.Unspecified,KCNJ8
Glomus cells.Unspecified,ABCC8
Glomus cells.Unspecified,KCNK9
Glutaminergic neurons.Brain,SLC17A7
Glutaminergic neurons.Brain,SLC17A6
Glutaminergic neurons.Brain,GRIN1
Glutaminergic neurons.Brain,GRIN2B
Glutaminergic neurons.Brain,GLS
Glutaminergic neurons.Brain,MEIS2
Glutaminergic neurons.Brain,SLC17A8
Glutaminergic neurons.Brain,SLC1A1
Glutaminergic neurons.Brain,SLC1A2
Glutaminergic neurons.Brain,SLC1A6
Glycinergic neurons.Brain,SLC6A9
Glycinergic neurons.Brain,SLC32A1
Goblet cells.GI tract,CREB3L1
Goblet cells.GI tract,NLRP6
Goblet cells.GI tract,MUC5AC
Goblet cells.GI tract,MUC2
Goblet cells.GI tract,SLC9A8
Goblet cells.GI tract,OTOGL
Goblet cells.GI tract,ITLN1
Goblet cells.GI tract,AQP3
Goblet cells.GI tract,CDON
Goblet cells.GI tract,MUC4
Goblet cells.GI tract,MUC5B
Goblet cells.GI tract,TMEM207
Goblet cells.GI tract,TFF3
Goblet cells.GI tract,AGR2
Goblet cells.GI tract,CDX2
Goblet cells.GI tract,KRT7
Goblet cells.GI tract,KRT20
Goblet cells.GI tract,GUCA2A
Goblet cells.GI tract,PHGR1
Goblet cells.GI tract,MUC13
Goblet cells.GI tract,FCGBP
Goblet cells.GI tract,CLCA1
Goblet cells.GI tract,ZG16
Goblet cells.GI tract,TPSG1
Goblet cells.GI tract,GALNT12
Goblet cells.GI tract,ATOH1
Goblet cells.GI tract,REP15
Goblet cells.GI tract,PDIA5
Goblet cells.GI tract,PLA2G10
Goblet cells.GI tract,KLK1
Goblet cells.GI tract,SPDEF
Goblet cells.GI tract,LRRC26
Goblet cells.GI tract,BACE2
Goblet cells.GI tract,MANF
Goblet cells.GI tract,SPINK4
Granulosa cells.Reproductive,AMH
Granulosa cells.Reproductive,MCAM
Granulosa cells.Reproductive,BOK
Granulosa cells.Reproductive,ADAMTS1
Granulosa cells.Reproductive,LOX
Granulosa cells.Reproductive,FHL1
Granulosa cells.Reproductive,INHA
Granulosa cells.Reproductive,HSD3B1
Granulosa cells.Reproductive,HTRA1
Granulosa cells.Reproductive,GAPDH
Granulosa cells.Reproductive,TNNI3
Granulosa cells.Reproductive,HSD17B1
Granulosa cells.Reproductive,HJURP
Granulosa cells.Reproductive,FSHR
Granulosa cells.Reproductive,FOXL2
Granulosa cells.Reproductive,CYP19A1
Hemangioblasts.Embryo,ETV2
Hemangioblasts.Embryo,T
Hemangioblasts.Embryo,TAL1
Hematopoietic stem cells.Bone,THY1
Hematopoietic stem cells.Bone,MPL
Hematopoietic stem cells.Bone,KIT
Hematopoietic stem cells.Bone,PROM1
Hematopoietic stem cells.Bone,FLT3
Hematopoietic stem cells.Bone,SLAMF1
Hematopoietic stem cells.Bone,CXCR4
Hematopoietic stem cells.Bone,TEK
Hematopoietic stem cells.Bone,ABCB1
Hematopoietic stem cells.Bone,ABCG2
Hematopoietic stem cells.Bone,BAALC
Hematopoietic stem cells.Bone,SPN
Hematopoietic stem cells.Bone,CDCP1
Hematopoietic stem cells.Bone,MYADM
Hematopoietic stem cells.Bone,KITLG
Hematopoietic stem cells.Bone,TGFB2
Hematopoietic stem cells.Bone,PTPRE
Hematopoietic stem cells.Bone,TAF7
Hematopoietic stem cells.Bone,GATA2
Hematopoietic stem cells.Bone,GPR171
Hematopoietic stem cells.Bone,ANGPT1
Hematopoietic stem cells.Bone,PROCR
Hematopoietic stem cells.Bone,NFE2
Hematopoietic stem cells.Bone,NKX2-3
Hematopoietic stem cells.Bone,HHEX
Hematopoietic stem cells.Bone,MEIS1
Hematopoietic stem cells.Bone,LYL1
Hematopoietic stem cells.Bone,ELF1
Hematopoietic stem cells.Bone,HLF
Hematopoietic stem cells.Bone,RGS18
Hematopoietic stem cells.Bone,MYCT1
Hematopoietic stem cells.Bone,ADGRG1
Hematopoietic stem cells.Bone,DNMT3B
Hematopoietic stem cells.Bone,MYCN
Hematopoietic stem cells.Bone,ARID3A
Hematopoietic stem cells.Bone,ITGA2B
Hematopoietic stem cells.Bone,GATA3
Hematopoietic stem cells.Bone,ROBO4
Hematopoietic stem cells.Bone,PITX2
Hematopoietic stem cells.Bone,TXNIP
Hematopoietic stem cells.Bone,RUNX1
Hematopoietic stem cells.Bone,PTPRS
Hematopoietic stem cells.Bone,PTPRC
Hematopoietic stem cells.Bone,CD44
Hematopoietic stem cells.Bone,GFI1
Hematopoietic stem cells.Bone,CD48
Hematopoietic stem cells.Bone,HMGB3
Hematopoietic stem cells.Bone,TLR2
Hematopoietic stem cells.Bone,APC
Hematopoietic stem cells.Bone,GNL3
Hematopoietic stem cells.Bone,MGST1
Hematopoietic stem cells.Bone,G0S2
Hematopoietic stem cells.Bone,PRNP
Hematopoietic stem cells.Bone,CD34
Hematopoietic stem cells.Bone,BMI1
Hematopoietic stem cells.Bone,CD59
Hematopoietic stem cells.Bone,ITGA4
Hematopoietic stem cells.Bone,ANPEP
Hematopoietic stem cells.Bone,CD33
Hematopoietic stem cells.Bone,IL3RA
Hematopoietic stem cells.Bone,HLX
Hematopoietic stem cells.Bone,NKX3-1
Hematopoietic stem cells.Bone,THSD1
Hematopoietic stem cells.Bone,NCOR2
Hematopoietic stem cells.Bone,EGR1
Hematopoietic stem cells.Bone,FGD5
Hematopoietic stem cells.Bone,MECOM
Hematopoietic stem cells.Bone,CTNNAL1
Hematopoietic stem cells.Bone,VWF
Hematopoietic stem cells.Bone,PBX2
Hematopoietic stem cells.Bone,TAL1
Hematopoietic stem cells.Bone,ERG
Hematopoietic stem cells.Bone,NEO1
Hematopoietic stem cells.Bone,EGR3
Hematopoietic stem cells.Bone,MAFF
Hematopoietic stem cells.Bone,ITGA6
Hematopoietic stem cells.Bone,GJB1
Hematopoietic stem cells.Bone,CDH2
Hematopoietic stem cells.Bone,ALDH1A1
Hematopoietic stem cells.Bone,GFI1B
Hematopoietic stem cells.Bone,NOTCH1
Hematopoietic stem cells.Bone,NOTCH2
Hematopoietic stem cells.Bone,PLXDC2
Hematopoietic stem cells.Bone,ESAM
Hematopoietic stem cells.Bone,ACE
Hematopoietic stem cells.Bone,TRPC6
Hematopoietic stem cells.Bone,HOXB5
Hematopoietic stem cells.Bone,TET2
Hepatic stellate cells.Liver,ADAMTS13
Hepatic stellate cells.Liver,CYGB
Hepatic stellate cells.Liver,PPARG
Hepatic stellate cells.Liver,PDGFRA
Hepatic stellate cells.Liver,RGS5
Hepatic stellate cells.Liver,PPARA
Hepatic stellate cells.Liver,FOXF1
Hepatic stellate cells.Liver,ALB
Hepatic stellate cells.Liver,NR1H4
Hepatic stellate cells.Liver,CTGF
Hepatic stellate cells.Liver,SEMA7A
Hepatic stellate cells.Liver,AGTR1
Hepatic stellate cells.Liver,PNPLA3
Hepatic stellate cells.Liver,WT1
Hepatic stellate cells.Liver,FGF10
Hepatic stellate cells.Liver,GFAP
Hepatic stellate cells.Liver,NGFR
Hepatic stellate cells.Liver,VEGFA
Hepatic stellate cells.Liver,ACTA2
Hepatic stellate cells.Liver,MYB
Hepatic stellate cells.Liver,DES
Hepatic stellate cells.Liver,FAP
Hepatic stellate cells.Liver,SLC8A1
Hepatic stellate cells.Liver,RELN
Hepatic stellate cells.Liver,SYP
Hepatic stellate cells.Liver,VCL
Hepatic stellate cells.Liver,TIMP1
Hepatic stellate cells.Liver,COL1A1
